Date,Username,User tag,Content,Mentions,link
"2020-10-06,13:47:30",".misoudon","#0","一会我就下","",""
"2020-10-06,13:53:53","然_","#5256","ok","",""
"2020-10-07,08:54:37",".misoudon","#0","","","https://cdn.discordapp.com/attachments/650879635092930581/763157292635127828/video0.mp4?ex=65f0cf1d&is=65de5a1d&hm=c75e35ae55865190b5eed88f6d3f0d6c4a7cdb104588b63237f8be7271783328&"
"2020-10-07,08:54:46",".misoudon","#0","我是真tmd服了😂😂😂","",""
"2020-10-07,13:21:50","watashinokato","#0","<@!534634605664403456> <@!486098923488935948> <@!688923339166711866> <@456226577798135808> <@!650875400813150208> 有人lol?",".misoudon#0、itwillbe_fine#0、然_#5256、white_give#0、Deleted User#0000",""
"2020-10-07,13:22:01",".misoudon","#0","2分钟","",""
"2020-10-07,13:22:11",".misoudon","#0","他们在考GAT","",""
"2020-10-07,13:22:18","watashinokato","#0","o","",""
"2020-10-07,13:22:56","watashinokato","#0","无限火力你玩不玩","",""
"2020-10-07,13:23:06",".misoudon","#0","都可以","",""
"2020-10-07,13:23:10",".misoudon","#0","玩啥都行","",""
"2020-10-07,13:23:36","watashinokato","#0","我吃个fan","",""
"2020-10-07,13:23:47",".misoudon","#0","成","",""
"2020-10-07,13:57:40",".misoudon","#0","睡觉去了","",""
"2020-10-07,13:57:42",".misoudon","#0","困","",""
"2020-10-07,13:57:50",".misoudon","#0","❤️","",""
"2020-10-07,14:05:29","watashinokato","#0","k","",""
"2020-10-07,14:07:57","然_","#5256","1","",""
"2020-10-07,15:20:57","然_","#5256","我裂开了","",""
"2020-10-07,15:21:10","然_","#5256","我听不到","",""
"2020-10-07,15:23:38","Deleted User","#0000","害怕","",""
"2020-10-07,15:25:25","然_","#5256","我就是进不来你们那里","",""
"2020-10-07,15:25:32","然_","#5256","我裂了","",""
"2020-10-07,15:39:14","然_","#5256","🌚","",""
"2020-10-07,15:42:08","white_give","#0","","","https://cdn.discordapp.com/attachments/650879635092930581/763259849462906921/IMG_3348.HEIC?ex=65f12ea0&is=65deb9a0&hm=257cc8a75128a1799beff73a0a388270c15eb5e5fd855b70fdc0b4d93be8b2f8&"
"2020-10-07,16:34:15","white_give","#0","<@!534634605664403456>",".misoudon#0",""
"2020-10-07,16:34:36","然_","#5256","<@&758196621992919050>","",""
"2020-10-07,23:15:28","watashinokato","#0","这个点有人吗","",""
"2020-10-07,23:15:46","watashinokato","#0","<@!486098923488935948> <@!688923339166711866> <@456226577798135808> <@!534634605664403456> <@!650875400813150208>",".misoudon#0、itwillbe_fine#0、然_#5256、white_give#0、Deleted User#0000",""
"2020-10-07,23:15:47","然_","#5256","1","",""
"2020-10-07,23:16:03",".misoudon","#0","在等原神下完","",""
"2020-10-08,11:21:07","然_","#5256","","","https://cdn.discordapp.com/attachments/650879635092930581/763556546679537725/unknown.png?ex=65f242f2&is=65dfcdf2&hm=a08ec02f53855f8d807b5468ea6056c1ee823e8627d64b04701ae5d8f15b3956&"
"2020-10-08,22:12:31","white_give","#0","1min","",""
"2020-10-08,23:42:53","watashinokato","#0","<@!688923339166711866> <@!486098923488935948> <@!534634605664403456> <@456226577798135808> <@!650875400813150208> 无限火力有人吗",".misoudon#0、itwillbe_fine#0、然_#5256、white_give#0、Deleted User#0000",""
"2020-10-08,23:50:18","white_give","#0","看比赛","",""
"2020-10-08,23:51:23","watashinokato","#0","今天谁和谁","",""
"2020-10-09,12:07:51","white_give","#0","有无人要买键盘的 我想把我的雷蛇青轴出了 ：D","",""
"2020-10-09,12:37:22","然_","#5256","价格怎么说","",""
"2020-10-09,12:37:55","white_give","#0","100🔪 带皮手拖","",""
"2020-10-09,12:38:40","white_give","#0","我一会儿拍个照片","",""
"2020-10-09,12:39:18","white_give","#0","价格可以谈 ：）","",""
"2020-10-09,12:44:39","然_","#5256","🤺","",""
